created_at,field1,field2,field3,field4,field5,field6,field7,field8
2025-10-20T20:13:00,tropical fruit,margarine,,,,,,
2025-10-20T20:14:00,other vegetables,butter milk,rolls/buns,meat spreads,,,,
2025-10-20T20:15:00,pastry,soda,,,,,,
2025-10-20T20:16:00,frankfurter,rolls/buns,soda,,,,,
2025-10-20T20:17:00,domestic eggs,rolls/buns,,,,,,
2025-10-20T20:18:00,rolls/buns,canned fish,,,,,,
2025-10-20T20:19:00,citrus fruit,pip fruit,berries,coffee,detergent,candles,shopping bags,
2025-10-20T20:20:00,domestic eggs,soda,hygiene articles,,,,,
2025-10-20T20:21:00,citrus fruit,instant coffee,fruit/vegetable juice,canned beer,chocolate,candy,house keeping products,shopping bags
2025-10-20T20:22:00,citrus fruit,butter,,,,,,
2025-10-20T20:23:00,sausage,rolls/buns,soda,,,,,
2025-10-20T20:24:00,ice cream,brown bread,,,,,,
2025-10-20T20:25:00,citrus fruit,other vegetables,hard cheese,spices,coffee,canned beer,chocolate,candy
2025-10-20T20:26:00,pip fruit,whole milk,newspapers,,,,,
2025-10-20T20:27:00,citrus fruit,whole milk,domestic eggs,pastry,salt,oil,sugar,cocoa drinks
2025-10-20T20:28:00,brown bread,bottled beer,,,,,,
2025-10-20T20:29:00,sausage,bottled water,,,,,,
2025-10-20T20:30:00,canned beer,,,,,,,
2025-10-20T20:31:00,sausage,other vegetables,butter,pastry,soda,dishes,,
2025-10-20T20:32:00,canned beer,,,,,,,
2025-10-20T20:33:00,soda,soap,,,,,,
2025-10-20T20:34:00,citrus fruit,other vegetables,mayonnaise,frozen vegetables,brown bread,pickled vegetables,canned fish,chocolate marshmallow
2025-10-20T20:35:00,sausage,meat,whole milk,rolls/buns,cake bar,shopping bags,,
2025-10-20T20:36:00,other vegetables,snack products,,,,,,
2025-10-20T20:37:00,beef,root vegetables,,,,,,
2025-10-20T20:38:00,meat,turkey,onions,other vegetables,sliced cheese,ice cream,sauces,waffles
2025-10-20T20:39:00,canned beer,,,,,,,
2025-10-20T20:40:00,ice cream,,,,,,,
2025-10-20T20:41:00,soda,,,,,,,
2025-10-20T20:42:00,whole milk,,,,,,,
2025-10-20T20:43:00,pastry,canned fish,salty snack,waffles,,,,
2025-10-20T20:44:00,whipped/sour cream,curd cheese,specialty chocolate,abrasive cleaner,,,,
2025-10-20T20:45:00,chocolate,,,,,,,
2025-10-20T20:46:00,pork,root vegetables,beverages,white bread,sugar,,,
2025-10-20T20:47:00,rolls/buns,,,,,,,
2025-10-20T20:48:00,frankfurter,whole milk,yogurt,tidbits,frozen vegetables,rolls/buns,detergent,
2025-10-20T20:49:00,salty snack,newspapers,photo/film,,,,,
2025-10-20T20:50:00,photo/film,,,,,,,
2025-10-20T20:51:00,photo/film,,,,,,,
2025-10-20T20:52:00,soda,canned beer,,,,,,
2025-10-20T20:53:00,bottled beer,canned beer,,,,,,
2025-10-20T20:54:00,frozen meals,soda,,,,,,
2025-10-20T20:55:00,citrus fruit,dessert,seasonal products,,,,,
2025-10-20T20:56:00,domestic eggs,brown bread,fruit/vegetable juice,waffles,,,,
2025-10-20T20:57:00,tropical fruit,yogurt,bottled water,soda,specialty bar,,,
2025-10-20T20:58:00,seasonal products,,,,,,,
2025-10-20T20:59:00,grapes,whole milk,ice cream,bottled water,chocolate,,,
2025-10-20T21:00:00,shopping bags,,,,,,,
2025-10-20T21:01:00,semi-finished bread,,,,,,,
2025-10-20T21:02:00,tropical fruit,butter milk,domestic eggs,rolls/buns,bottled water,soda,fruit/vegetable juice,
2025-10-20T21:03:00,seasonal products,,,,,,,
2025-10-20T21:04:00,salty snack,specialty bar,napkins,newspapers,,,,
2025-10-20T21:05:00,citrus fruit,specialty bar,,,,,,
2025-10-20T21:06:00,rolls/buns,canned beer,shopping bags,,,,,
2025-10-20T21:07:00,ice cream,soda,,,,,,
2025-10-20T21:08:00,sausage,rolls/buns,,,,,,
2025-10-20T21:09:00,yogurt,soda,,,,,,
2025-10-20T21:10:00,pastry,soda,specialty bar,,,,,
2025-10-20T21:11:00,hamburger meat,other vegetables,rolls/buns,instant coffee,hygiene articles,,,
2025-10-20T21:12:00,onions,other vegetables,specialty cheese,bottled water,shopping bags,,,
2025-10-20T21:13:00,whipped/sour cream,frozen vegetables,,,,,,
2025-10-20T21:14:00,newspapers,,,,,,,
2025-10-20T21:15:00,other vegetables,roll products,bottled water,bottled beer,,,,
2025-10-20T21:16:00,liver loaf,whole milk,yogurt,frozen potato products,domestic eggs,rolls/buns,misc. beverages,
2025-10-20T21:17:00,rolls/buns,pasta,bottled beer,,,,,
2025-10-20T21:18:00,fish,other vegetables,white bread,soda,,,,
2025-10-20T21:19:00,canned beer,shopping bags,,,,,,
2025-10-20T21:20:00,bottled beer,newspapers,,,,,,
2025-10-20T21:21:00,frozen meals,,,,,,,
2025-10-20T21:22:00,potted plants,shopping bags,,,,,,
2025-10-20T21:23:00,pork,tropical fruit,waffles,newspapers,,,,
2025-10-20T21:24:00,berries,salty snack,nut snack,,,,,
2025-10-20T21:25:00,sausage,beef,root vegetables,other vegetables,curd,cereals,soda,waffles
2025-10-20T21:26:00,white bread,semi-finished bread,soda,,,,,
2025-10-20T21:27:00,shopping bags,,,,,,,
2025-10-20T21:28:00,cream cheese,rolls/buns,soda,chewing gum,,,,
2025-10-20T21:29:00,berries,soda,,,,,,
2025-10-20T21:30:00,tropical fruit,,,,,,,
2025-10-20T21:31:00,frozen meals,,,,,,,
2025-10-20T21:32:00,ice cream,kitchen towels,,,,,,
2025-10-20T21:33:00,frankfurter,rolls/buns,chocolate,,,,,
2025-10-20T21:34:00,rolls/buns,,,,,,,
2025-10-20T21:35:00,fruit/vegetable juice,chocolate,,,,,,
2025-10-20T21:36:00,beverages,cream cheese,rolls/buns,,,,,
2025-10-20T21:37:00,berries,whole milk,whipped/sour cream,beverages,fruit/vegetable juice,newspapers,,
2025-10-20T21:38:00,fruit/vegetable juice,,,,,,,
2025-10-20T21:39:00,sausage,soda,bottled beer,liquor,red/blush wine,,,
2025-10-20T21:40:00,tropical fruit,soda,,,,,,
2025-10-20T21:41:00,soda,,,,,,,
2025-10-20T21:42:00,finished products,cream cheese,bottled water,specialty bar,shopping bags,,,
2025-10-20T21:43:00,salt,,,,,,,
2025-10-20T21:44:00,berries,yogurt,beverages,UHT-milk,domestic eggs,rolls/buns,mustard,
2025-10-20T21:45:00,potato products,,,,,,,
2025-10-20T21:46:00,ham,rolls/buns,bottled beer,,,,,
2025-10-20T21:47:00,specialty chocolate,newspapers,,,,,,
2025-10-20T21:48:00,whole milk,whipped/sour cream,potted plants,,,,,
2025-10-20T21:49:00,pastry,,,,,,,
2025-10-20T21:50:00,frankfurter,sausage,tropical fruit,pip fruit,grapes,root vegetables,other vegetables,whole milk
2025-10-20T21:51:00,grapes,berries,pet care,potted plants,,,,
2025-10-20T21:52:00,potted plants,,,,,,,
2025-10-20T21:53:00,other vegetables,whole milk,curd,,,,,
2025-10-20T21:54:00,root vegetables,other vegetables,,,,,,
2025-10-20T21:55:00,soda,,,,,,,
2025-10-20T21:56:00,bottled beer,,,,,,,
2025-10-20T21:57:00,rolls/buns,misc. beverages,,,,,,
2025-10-20T21:58:00,grapes,berries,root vegetables,other vegetables,packaged fruit/vegetables,curd,yogurt,brown bread
2025-10-20T21:59:00,tropical fruit,dessert,UHT-milk,cream cheese,frozen vegetables,brown bread,misc. beverages,
2025-10-20T22:00:00,citrus fruit,coffee,,,,,,
2025-10-20T22:01:00,chicken,whole milk,,,,,,
2025-10-20T22:02:00,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,specialty cheese,canned vegetables,
2025-10-20T22:03:00,cleaner,,,,,,,
2025-10-20T22:04:00,canned beer,,,,,,,
2025-10-20T22:05:00,misc. beverages,,,,,,,
2025-10-20T22:06:00,soap,napkins,,,,,,
2025-10-20T22:07:00,specialty chocolate,,,,,,,
2025-10-20T22:08:00,pip fruit,whole milk,frozen vegetables,napkins,candles,,,
2025-10-20T22:09:00,other vegetables,whole milk,pastry,margarine,coffee,shopping bags,,
2025-10-20T22:10:00,pork,curd cheese,rolls/buns,,,,,
2025-10-20T22:11:00,pork,herbs,whole milk,yogurt,whipped/sour cream,frozen vegetables,oil,liquor (appetizer)
2025-10-20T22:12:00,cereals,pet care,salty snack,shopping bags,,,,
2025-10-20T22:13:00,tropical fruit,,,,,,,
2025-10-20T22:14:00,sparkling wine,,,,,,,
2025-10-20T22:15:00,other vegetables,dessert,canned beer,chewing gum,flower (seeds),,,
2025-10-20T22:16:00,dish cleaner,,,,,,,
2025-10-20T22:17:00,tropical fruit,yogurt,rolls/buns,waffles,,,,
2025-10-20T22:18:00,pork,butter,soda,hygiene articles,,,,
2025-10-20T22:19:00,pork,beef,grapes,other vegetables,baking powder,soda,,
2025-10-20T22:20:00,frankfurter,beef,grapes,root vegetables,rolls/buns,soda,long life bakery product,
2025-10-20T22:21:00,rolls/buns,bottled water,bottled beer,,,,,
2025-10-20T22:22:00,yogurt,long life bakery product,,,,,,
2025-10-20T22:23:00,packaged fruit/vegetables,soda,napkins,,,,,
2025-10-20T22:24:00,sausage,berries,packaged fruit/vegetables,specialty fat,,,,
2025-10-20T22:25:00,tropical fruit,other vegetables,whole milk,dessert,white bread,bottled water,misc. beverages,cake bar
2025-10-20T22:26:00,cream cheese,rolls/buns,,,,,,
2025-10-20T22:27:00,curd,rolls/buns,,,,,,
2025-10-20T22:28:00,whole milk,beverages,,,,,,
2025-10-20T22:29:00,whole milk,,,,,,,
2025-10-20T22:30:00,other vegetables,,,,,,,
2025-10-20T22:31:00,sausage,beef,root vegetables,whole milk,butter,curd,yogurt,cream cheese
2025-10-20T22:32:00,butter,white bread,,,,,,
2025-10-20T22:33:00,tropical fruit,other vegetables,frozen vegetables,white bread,pastry,sugar,soda,shopping bags
2025-10-20T22:34:00,hamburger meat,,,,,,,
2025-10-20T22:35:00,chicken,citrus fruit,tropical fruit,grapes,other vegetables,whole milk,yogurt,domestic eggs
2025-10-20T22:36:00,cooking chocolate,female sanitary products,,,,,,
2025-10-20T22:37:00,zwieback,long life bakery product,,,,,,
2025-10-20T22:38:00,cream cheese,specialty chocolate,,,,,,
2025-10-20T22:39:00,sausage,,,,,,,
2025-10-20T22:40:00,zwieback,,,,,,,
2025-10-20T22:41:00,waffles,,,,,,,
2025-10-20T22:42:00,yogurt,pastry,soups,detergent,flower (seeds),,,
2025-10-20T22:43:00,meat,other vegetables,curd,sliced cheese,pasta,shopping bags,,
2025-10-20T22:44:00,sausage,,,,,,,
2025-10-20T22:45:00,turkey,citrus fruit,tropical fruit,pip fruit,grapes,cream cheese,semi-finished bread,margarine
2025-10-20T22:46:00,citrus fruit,pip fruit,UHT-milk,pet care,coffee,bottled beer,,
2025-10-20T22:47:00,berries,whole milk,butter,whipped/sour cream,domestic eggs,flour,meat spreads,canned fish
2025-10-20T22:48:00,canned beer,specialty bar,,,,,,
2025-10-20T22:49:00,whole milk,cake bar,,,,,,
2025-10-20T22:50:00,whole milk,,,,,,,
2025-10-20T22:51:00,berries,other vegetables,butter milk,yogurt,bottled water,,,
2025-10-20T22:52:00,hamburger meat,rice,soups,sauces,,,,
2025-10-20T22:53:00,liquor,chocolate marshmallow,,,,,,
2025-10-20T22:54:00,chocolate,,,,,,,
2025-10-20T22:55:00,sausage,rolls/buns,chocolate,,,,,
2025-10-20T22:56:00,domestic eggs,chocolate marshmallow,newspapers,,,,,
2025-10-20T22:57:00,chicken,frozen vegetables,frozen dessert,bottled water,soda,,,
2025-10-20T22:58:00,sausage,chicken,tropical fruit,grapes,berries,ice cream,misc. beverages,
2025-10-20T22:59:00,butter milk,coffee,,,,,,
2025-10-20T23:00:00,ham,beef,whole milk,whipped/sour cream,cream cheese,ice cream,bottled water,specialty chocolate
2025-10-20T23:01:00,whole milk,dessert,pastry,long life bakery product,,,,
2025-10-20T23:02:00,beef,citrus fruit,pip fruit,,,,,
2025-10-20T23:03:00,specialty bar,,,,,,,
2025-10-20T23:04:00,coffee,,,,,,,
2025-10-20T23:05:00,beverages,,,,,,,
2025-10-20T23:06:00,fish,other vegetables,packaged fruit/vegetables,cat food,pet care,coffee,bottled water,red/blush wine
2025-10-20T23:07:00,pip fruit,other vegetables,whole milk,frozen vegetables,chewing gum,,,
2025-10-20T23:08:00,coffee,,,,,,,
2025-10-20T23:09:00,canned beer,,,,,,,
2025-10-20T23:10:00,frozen fish,chocolate marshmallow,candy,male cosmetics,,,,
2025-10-20T23:11:00,whole milk,rolls/buns,pastry,,,,,
2025-10-20T23:12:00,whole milk,dessert,rolls/buns,roll products,flour,vinegar,sugar,soups
2025-10-20T23:13:00,pastry,,,,,,,
2025-10-20T23:14:00,sausage,spread cheese,rolls/buns,,,,,
2025-10-20T23:15:00,beef,,,,,,,
2025-10-20T23:16:00,frankfurter,other vegetables,dessert,,,,,
2025-10-20T23:17:00,meat,chicken,pork,hamburger meat,citrus fruit,onions,other vegetables,yogurt
2025-10-20T23:18:00,whole milk,newspapers,,,,,,
2025-10-20T23:19:00,canned beer,white wine,,,,,,
2025-10-20T23:20:00,rolls/buns,soda,,,,,,
2025-10-20T23:21:00,pip fruit,,,,,,,
2025-10-20T23:22:00,whole milk,ice cream,soda,,,,,
2025-10-20T23:23:00,sausage,root vegetables,other vegetables,dessert,napkins,,,
2025-10-20T23:24:00,beef,berries,yogurt,semi-finished bread,pasta,bottled water,misc. beverages,hygiene articles
2025-10-20T23:25:00,pastry,bottled beer,liquor,red/blush wine,,,,
2025-10-20T23:26:00,frankfurter,other vegetables,whole milk,curd,domestic eggs,white bread,sweet spreads,shopping bags
2025-10-20T23:27:00,yogurt,frozen meals,soda,,,,,
2025-10-20T23:28:00,cat food,white wine,shopping bags,,,,,
2025-10-20T23:29:00,pet care,soda,white wine,,,,,
2025-10-20T23:30:00,ham,tropical fruit,butter,yogurt,processed cheese,white bread,soda,fruit/vegetable juice
2025-10-20T23:31:00,sausage,tropical fruit,berries,whole milk,butter,dessert,pastry,soda
2025-10-20T23:32:00,tropical fruit,pip fruit,whole milk,,,,,
2025-10-20T23:33:00,whole milk,pastry,newspapers,,,,,
2025-10-20T23:34:00,canned vegetables,bottled beer,,,,,,
2025-10-20T23:35:00,pork,,,,,,,
2025-10-20T23:36:00,pip fruit,frozen meals,soda,shopping bags,,,,
2025-10-20T23:37:00,sausage,onions,yogurt,detergent,,,,
2025-10-20T23:38:00,pork,beef,citrus fruit,root vegetables,herbs,other vegetables,roll products,bottled water
2025-10-20T23:39:00,citrus fruit,whole milk,yogurt,white bread,sugar,soda,napkins,shopping bags
2025-10-20T23:40:00,citrus fruit,,,,,,,
2025-10-20T23:41:00,sausage,pork,yogurt,spread cheese,cereals,canned vegetables,salty snack,cling film/bags
2025-10-20T23:42:00,berries,newspapers,,,,,,
2025-10-20T23:43:00,brown bread,meat spreads,bottled water,fruit/vegetable juice,,,,
2025-10-20T23:44:00,curd,whipped/sour cream,cream cheese,margarine,long life bakery product,,,
2025-10-20T23:45:00,whipped/sour cream,,,,,,,
2025-10-20T23:46:00,pip fruit,whole milk,butter,dessert,domestic eggs,rice,sugar,salty snack
2025-10-20T23:47:00,sausage,curd,soda,,,,,
2025-10-20T23:48:00,shopping bags,,,,,,,
2025-10-20T23:49:00,citrus fruit,hygiene articles,cling film/bags,,,,,
2025-10-20T23:50:00,frankfurter,chicken,root vegetables,other vegetables,whole milk,dessert,butter milk,yogurt
2025-10-20T23:51:00,oil,bottled beer,,,,,,
2025-10-20T23:52:00,beverages,,,,,,,
2025-10-20T23:53:00,soda,cake bar,candy,,,,,
2025-10-20T23:54:00,whole milk,soda,seasonal products,,,,,
2025-10-20T23:55:00,pork,beef,cream cheese,tidbits,soda,,,
2025-10-20T23:56:00,bottled water,,,,,,,
2025-10-20T23:57:00,brown bread,,,,,,,
2025-10-20T23:58:00,whole milk,frozen vegetables,,,,,,
2025-10-20T23:59:00,rolls/buns,,,,,,,
2025-10-21T00:00:00,whole milk,spices,,,,,,
2025-10-21T00:01:00,ham,finished products,whipped/sour cream,hard cheese,pasta,,,
2025-10-21T00:02:00,frankfurter,citrus fruit,onions,other vegetables,canned beer,chocolate,,
2025-10-21T00:03:00,specialty cheese,soda,,,,,,
2025-10-21T00:04:00,pork,tropical fruit,soda,canned beer,liquor (appetizer),newspapers,,
2025-10-21T00:05:00,citrus fruit,mustard,soda,canned beer,salty snack,chocolate,candy,shopping bags
2025-10-21T00:06:00,canned vegetables,bottled water,,,,,,
2025-10-21T00:07:00,sausage,pip fruit,other vegetables,hard cheese,brown bread,oil,hygiene articles,
2025-10-21T00:08:00,frankfurter,ham,dessert,yogurt,processed cheese,white bread,pastry,soda
2025-10-21T00:09:00,domestic eggs,canned beer,,,,,,
2025-10-21T00:10:00,sausage,yogurt,white wine,,,,,
2025-10-21T00:11:00,spread cheese,misc. beverages,,,,,,
2025-10-21T00:12:00,other vegetables,domestic eggs,napkins,dishes,,,,
2025-10-21T00:13:00,misc. beverages,specialty chocolate,candy,,,,,
2025-10-21T00:14:00,citrus fruit,tropical fruit,yogurt,frozen fish,rolls/buns,canned vegetables,soda,fruit/vegetable juice
2025-10-21T00:15:00,beef,root vegetables,hygiene articles,,,,,
2025-10-21T00:16:00,yogurt,seasonal products,,,,,,
2025-10-21T00:17:00,sausage,pork,root vegetables,other vegetables,whole milk,butter,yogurt,whipped/sour cream
2025-10-21T00:18:00,chocolate,,,,,,,
2025-10-21T00:19:00,other vegetables,frozen fish,pickled vegetables,dog food,salty snack,shopping bags,,
2025-10-21T00:20:00,butter,ice cream,brown bread,bottled beer,rum,,,
2025-10-21T00:21:00,tropical fruit,seasonal products,,,,,,
2025-10-21T00:22:00,other vegetables,sweet spreads,long life bakery product,detergent,,,,
2025-10-21T00:23:00,canned beer,chocolate,potted plants,,,,,
2025-10-21T00:24:00,chicken,pork,beef,other vegetables,salt,bottled water,,
2025-10-21T00:25:00,sausage,pastry,,,,,,
2025-10-21T00:26:00,curd,salty snack,,,,,,
2025-10-21T00:27:00,salty snack,,,,,,,
2025-10-21T00:28:00,other vegetables,whole milk,yogurt,rolls/buns,ketchup,canned vegetables,napkins,photo/film
2025-10-21T00:29:00,citrus fruit,tropical fruit,whole milk,yogurt,soft cheese,cat food,bottled water,chocolate
2025-10-21T00:30:00,sausage,soda,shopping bags,,,,,
2025-10-21T00:31:00,citrus fruit,tropical fruit,rolls/buns,oil,mustard,soups,sweet spreads,soda
2025-10-21T00:32:00,tropical fruit,coffee,soda,misc. beverages,canned beer,waffles,chocolate,
2025-10-21T00:33:00,chicken,pork,beef,grapes,other vegetables,whole milk,butter,yogurt
2025-10-21T00:34:00,white wine,chocolate,shopping bags,,,,,
2025-10-21T00:35:00,sausage,other vegetables,brown bread,,,,,
2025-10-21T00:36:00,sausage,spices,newspapers,,,,,
2025-10-21T00:37:00,cat food,female sanitary products,,,,,,
2025-10-21T00:38:00,beef,root vegetables,herbs,packaged fruit/vegetables,brown bread,canned vegetables,,
2025-10-21T00:39:00,frankfurter,tropical fruit,,,,,,
2025-10-21T00:40:00,frankfurter,turkey,tropical fruit,grapes,root vegetables,other vegetables,whole milk,frozen vegetables
2025-10-21T00:41:00,tropical fruit,long life bakery product,,,,,,
2025-10-21T00:42:00,bottled water,specialty chocolate,,,,,,
2025-10-21T00:43:00,whole milk,dessert,ice cream,misc. beverages,canned beer,cake bar,,
2025-10-21T00:44:00,pet care,,,,,,,
2025-10-21T00:45:00,ham,yogurt,UHT-milk,sliced cheese,frozen vegetables,frozen dessert,semi-finished bread,sweet spreads
2025-10-21T00:46:00,pip fruit,dessert,butter milk,yogurt,whipped/sour cream,frozen vegetables,rolls/buns,
2025-10-21T00:47:00,bottled water,male cosmetics,,,,,,
2025-10-21T00:48:00,tropical fruit,brown bread,margarine,cat food,detergent,cling film/bags,newspapers,
2025-10-21T00:49:00,citrus fruit,coffee,canned beer,chewing gum,shopping bags,,,
2025-10-21T00:50:00,pork,root vegetables,pastry,bottled beer,,,,
2025-10-21T00:51:00,citrus fruit,whole milk,pastry,soda,red/blush wine,,,
2025-10-21T00:52:00,newspapers,,,,,,,
2025-10-21T00:53:00,curd,specialty cheese,flour,long life bakery product,,,,
2025-10-21T00:54:00,whole milk,cream cheese,specialty chocolate,candy,,,,
2025-10-21T00:55:00,sausage,butter,bottled beer,,,,,
2025-10-21T00:56:00,UHT-milk,canned beer,,,,,,
2025-10-21T00:57:00,tropical fruit,condensed milk,dog food,bottled water,fruit/vegetable juice,specialty chocolate,,
2025-10-21T00:58:00,yogurt,bottled water,misc. beverages,fruit/vegetable juice,candy,light bulbs,newspapers,
2025-10-21T00:59:00,other vegetables,yogurt,beverages,UHT-milk,cream cheese,long life bakery product,hygiene articles,napkins
2025-10-21T01:00:00,turkey,tropical fruit,pip fruit,onions,whipped/sour cream,pastry,semi-finished bread,potato products
2025-10-21T01:01:00,pastry,ketchup,chocolate,napkins,,,,
2025-10-21T01:02:00,whipped/sour cream,candy,,,,,,
2025-10-21T01:03:00,misc. beverages,,,,,,,
2025-10-21T01:04:00,brown bread,,,,,,,
2025-10-21T01:05:00,ham,chicken,other vegetables,processed cheese,white bread,detergent,,
2025-10-21T01:06:00,sausage,dessert,sliced cheese,brown bread,detergent,kitchen towels,potted plants,shopping bags
2025-10-21T01:07:00,tropical fruit,yogurt,beverages,rolls/buns,waffles,specialty chocolate,shopping bags,
2025-10-21T01:08:00,citrus fruit,root vegetables,yogurt,hard cheese,fruit/vegetable juice,,,
2025-10-21T01:09:00,photo/film,,,,,,,
2025-10-21T01:10:00,sausage,other vegetables,rolls/buns,brown bread,margarine,sugar,bottled water,canned beer
2025-10-21T01:11:00,pork,frozen potato products,rice,flower (seeds),,,,
2025-10-21T01:12:00,frankfurter,citrus fruit,tropical fruit,whole milk,white bread,chewing gum,,
2025-10-21T01:13:00,brown bread,pastry,bottled water,,,,,
2025-10-21T01:14:00,pork,root vegetables,onions,dessert,whipped/sour cream,UHT-milk,brown bread,newspapers
2025-10-21T01:15:00,chocolate,potted plants,shopping bags,,,,,
2025-10-21T01:16:00,frankfurter,yogurt,margarine,bottled water,,,,
